creationDate|Comment.id|Place.id
2012-08-31T18:38:32.626+00:00|1030792151558|92
2012-08-31T23:27:00.209+00:00|1030792151559|0
2012-08-31T18:39:11.525+00:00|1030792151560|92
2012-09-01T02:55:46.226+00:00|1030792151561|4
2012-08-31T19:49:53.471+00:00|1030792151562|4
2012-08-31T18:38:37.626+00:00|1030792151563|100
2012-08-31T18:24:12.597+00:00|1030792151564|56
2012-09-01T05:38:14.053+00:00|1030792151565|60
2012-09-01T01:21:29.766+00:00|1030792151566|50
2012-09-01T02:52:25.067+00:00|1030792151567|92
2012-09-01T19:51:46.211+00:00|1030792151568|50
2012-09-01T03:50:42.987+00:00|1030792151569|92
2012-09-01T03:26:27.372+00:00|1030792151570|92
2012-09-01T05:14:23.908+00:00|1030792151571|35
2012-09-01T09:27:39.890+00:00|1030792151572|56
2012-08-31T19:49:31.833+00:00|1030792151573|4
2012-08-24T03:15:25.844+00:00|1030792151575|50
2012-08-23T20:07:21.673+00:00|1030792151576|0
2012-08-24T06:41:28.565+00:00|1030792151577|0
2012-08-24T01:58:15.724+00:00|1030792151578|4
2012-08-24T01:31:29.809+00:00|1030792151579|50
2012-08-24T03:24:44.156+00:00|1030792151580|50
2012-08-24T18:58:25.568+00:00|1030792151581|56
2012-08-24T04:02:12.409+00:00|1030792151582|86
2012-08-24T02:43:46.463+00:00|1030792151583|100
2012-08-24T01:07:28.554+00:00|1030792151584|100
2012-08-23T20:11:15.472+00:00|1030792151585|50
2012-08-24T01:01:20.647+00:00|1030792151586|94
2012-08-24T08:55:10.479+00:00|1030792151587|86
2012-08-24T19:31:33.183+00:00|1030792151588|50
2012-08-24T18:56:11.105+00:00|1030792151589|92
2012-08-24T17:51:22.208+00:00|1030792151590|49
2012-07-02T06:07:53.870+00:00|962072674856|100
2012-07-02T07:41:27.242+00:00|962072674857|50
2012-07-02T07:16:40.537+00:00|962072674858|46
2012-07-02T11:10:43.970+00:00|962072674859|100
2012-07-02T09:01:05.378+00:00|962072674860|100
2012-07-02T12:38:06.559+00:00|962072674861|50
2012-07-02T18:16:03.788+00:00|962072674862|86
2012-07-03T05:17:34.327+00:00|962072674863|56
2012-07-02T12:31:10.643+00:00|962072674864|100
2012-07-02T13:36:11.868+00:00|962072674865|50
2012-07-02T10:51:22.214+00:00|962072674866|86
2012-07-02T13:03:11.796+00:00|962072674867|86
2012-07-02T12:41:21.337+00:00|962072674868|86
2012-07-02T16:06:15.048+00:00|962072674869|86
2012-07-02T10:51:35.445+00:00|962072674870|56
2012-07-02T14:56:35.073+00:00|962072674871|100
2012-07-17T13:12:12.393+00:00|1030792152545|50
2012-07-17T22:31:55.230+00:00|1030792152546|60
2012-07-17T08:01:45.397+00:00|1030792152547|60
2012-07-17T08:10:06.278+00:00|1030792152548|60
2012-07-17T14:30:55.882+00:00|1030792152549|60
2012-07-17T09:51:14.006+00:00|1030792152550|60
2011-10-17T02:14:14.265+00:00|687194768872|92
2011-10-17T01:24:58.082+00:00|687194768873|9
2011-10-16T09:09:27.922+00:00|687194768874|92
2011-10-16T22:31:30.894+00:00|687194768875|92
2011-10-17T08:02:05.520+00:00|687194768876|92
2011-10-17T08:12:14.191+00:00|687194768877|92
2011-10-17T01:15:59.726+00:00|687194768878|92
2011-10-16T13:38:30.925+00:00|687194768879|92
2011-10-16T11:10:52.560+00:00|687194768880|92
2011-10-17T00:03:59.510+00:00|687194768881|92
2011-10-17T07:53:03.867+00:00|687194768882|92
2011-10-17T03:50:42.314+00:00|687194768883|92
2012-07-08T10:31:04.085+00:00|962072675837|0
2012-07-08T05:19:26.196+00:00|962072675838|65
2012-07-08T23:10:04.531+00:00|962072675839|101
2012-07-08T23:13:04.167+00:00|962072675840|0
2012-07-08T23:32:02.335+00:00|962072675841|1
2012-07-08T07:00:59.031+00:00|962072675842|101
2012-07-08T04:26:37.116+00:00|962072675843|0
2012-07-08T23:30:16.541+00:00|962072675844|1
2012-08-28T13:00:34.388+00:00|1030792152582|1
2012-08-29T08:05:09.022+00:00|1030792152583|65
2012-08-29T00:33:11.440+00:00|1030792152584|0
2012-08-28T16:44:21.457+00:00|1030792152585|1
2012-08-29T08:09:45.050+00:00|1030792152586|1
2012-08-28T20:18:28.234+00:00|1030792152587|48
2012-08-28T15:52:49.741+00:00|1030792152588|65
2012-08-28T21:05:19.493+00:00|1030792152589|56
2012-06-13T00:29:22.075+00:00|962072675857|1
2012-06-13T09:25:02.269+00:00|962072675858|65
2012-06-14T01:26:08.098+00:00|962072675859|101
2012-06-12T14:33:27.658+00:00|962072675860|1
2012-06-13T13:55:21.067+00:00|962072675861|1
2012-06-13T10:22:16.756+00:00|962072675862|65
2012-06-13T14:28:19.627+00:00|962072675863|88
2012-06-13T14:21:23.379+00:00|962072675864|0
2012-08-24T09:05:53.665+00:00|1030792152798|53
2012-08-24T11:43:40.327+00:00|1030792152799|86
2012-08-25T05:44:44.723+00:00|1030792152800|110
2012-08-24T09:08:32.402+00:00|1030792152801|110
2012-08-24T14:20:12.562+00:00|1030792152802|86
2012-08-24T17:11:17.013+00:00|1030792152803|86
2012-08-24T20:29:21.604+00:00|1030792152804|110
2012-08-24T21:12:08.146+00:00|1030792152805|60
2012-08-25T01:25:44.243+00:00|1030792152806|110
2012-08-24T22:44:48.199+00:00|1030792152807|110
2012-08-24T09:06:03.680+00:00|1030792152808|53
2012-08-24T09:14:42.301+00:00|1030792152809|53
2012-08-24T23:34:20.799+00:00|1030792152810|86
2012-08-24T09:08:28.987+00:00|1030792152811|52
2012-08-24T15:12:57.692+00:00|1030792152812|60
2012-08-24T09:29:05.710+00:00|1030792152813|52
2011-08-18T15:52:48.040+00:00|618475292938|65
2011-08-18T23:38:11.907+00:00|618475292939|65
2011-08-19T22:57:56.642+00:00|618475292940|65
2011-08-19T15:39:17.352+00:00|618475292941|65
2011-08-20T09:30:59.863+00:00|618475292942|65
2011-08-19T05:32:09.992+00:00|618475292943|65
2011-11-13T05:59:03.890+00:00|755914246417|65
2011-11-13T04:12:01.552+00:00|755914246418|65
2011-11-13T01:21:25.775+00:00|755914246419|65
2011-11-13T01:24:55.256+00:00|755914246420|65
2011-11-13T15:46:58.102+00:00|755914246421|65
2011-11-14T09:29:58.686+00:00|755914246422|65
2012-07-17T03:12:39.294+00:00|1030792153368|54
2012-07-17T02:04:56.580+00:00|1030792153369|0
2012-07-17T15:27:26.998+00:00|1030792153370|54
2012-07-17T20:05:13.879+00:00|1030792153371|65
2012-07-17T15:27:49.458+00:00|1030792153372|54
2012-07-16T22:31:37.062+00:00|1030792153373|0
2011-10-07T12:24:53.211+00:00|687194769695|65
2011-10-07T12:36:35.246+00:00|687194769696|65
2011-10-08T07:39:59.489+00:00|687194769697|65
2011-10-08T03:01:54.190+00:00|687194769698|65
2011-10-08T16:06:07.147+00:00|687194769699|65
2011-10-07T19:15:22.112+00:00|687194769700|65
2011-10-07T10:06:29.193+00:00|687194769701|65
2011-10-07T15:36:44.983+00:00|687194769702|65
2011-10-08T09:05:33.303+00:00|687194769703|50
2011-10-07T12:25:40.451+00:00|687194769704|65
2011-10-08T04:21:51.723+00:00|687194769705|65
2011-10-07T16:53:55.971+00:00|687194769706|65
2011-10-09T05:30:00.321+00:00|687194769707|65
2011-10-08T02:25:55.069+00:00|687194769709|65
2011-10-07T10:13:36.854+00:00|687194769710|65
2011-10-07T21:01:28.054+00:00|687194769711|65
2011-10-08T02:04:49.168+00:00|687194769712|65
2011-10-07T21:17:00.288+00:00|687194769713|65
2011-10-07T19:28:35.643+00:00|687194769714|65
2011-10-07T21:50:49.540+00:00|687194769715|65
2011-10-08T09:08:22.352+00:00|687194769716|65
2011-10-08T15:05:51.369+00:00|687194769717|65
2011-10-07T16:49:20.119+00:00|687194769718|65
2011-10-07T10:24:55.012+00:00|687194769719|65
2011-10-07T16:45:22.729+00:00|687194769720|65
2011-10-07T10:32:55.847+00:00|687194769721|65
2011-09-18T15:16:30.171+00:00|687194769744|60
2011-09-18T04:15:43.100+00:00|687194769745|60
2011-09-17T22:06:58.348+00:00|687194769746|101
2011-09-18T02:30:49.615+00:00|687194769747|48
2011-09-18T02:38:30.583+00:00|687194769748|101
2011-09-18T05:29:46.190+00:00|687194769749|100
2011-09-18T07:28:41.488+00:00|687194769750|89
2011-09-17T22:53:23.143+00:00|687194769751|101
2011-09-18T18:25:19.401+00:00|687194769752|100
2011-09-18T01:57:57.430+00:00|687194769753|57
2011-09-18T04:44:34.344+00:00|687194769754|101
2011-09-17T23:57:48.598+00:00|687194769755|60
2011-09-18T07:37:32.808+00:00|687194769756|52
2011-09-18T15:02:04.842+00:00|687194769757|60
2011-09-18T12:13:44.431+00:00|687194769758|60
2011-09-17T22:41:49.927+00:00|687194769759|90
2011-09-17T22:46:53.541+00:00|687194769760|57
2011-09-18T02:25:43.566+00:00|687194769761|101
2012-08-25T14:49:04.291+00:00|1030792153460|1
2012-08-25T20:56:44.210+00:00|1030792153461|92
2012-08-25T17:14:50.613+00:00|1030792153462|80
2012-08-26T08:37:41.144+00:00|1030792153463|0
2012-06-16T01:18:39.126+00:00|962072676747|0
2012-04-18T12:42:38.132+00:00|893353200059|110
2012-04-18T22:47:33.762+00:00|893353200060|60
2012-04-19T08:33:08.282+00:00|893353200061|66
2012-04-18T12:05:58.755+00:00|893353200062|89
2012-02-07T04:55:18.164+00:00|824633723339|1
2012-02-07T03:53:12.682+00:00|824633723340|54
2012-02-08T00:16:20.670+00:00|824633723341|52
2012-02-07T03:53:23.434+00:00|824633723342|89
2012-02-07T12:12:23.062+00:00|824633723343|90
2012-02-07T03:29:27.898+00:00|824633723344|76
2012-02-07T07:19:17.516+00:00|824633723345|57
2012-02-07T06:33:37.272+00:00|824633723346|101
2012-02-08T04:41:55.970+00:00|824633723347|90
2012-02-07T08:04:53.640+00:00|824633723348|1
2012-02-08T14:44:30.655+00:00|824633723349|100
2012-02-07T16:45:18.110+00:00|824633723350|52
2012-02-07T08:03:44.724+00:00|824633723351|89
2012-02-08T08:04:27.494+00:00|824633723352|60
2012-07-25T22:19:28.055+00:00|1030792153572|0
2012-07-26T02:34:18.756+00:00|1030792153573|100
2012-07-26T08:00:33.076+00:00|1030792153574|0
2012-07-26T02:35:07.787+00:00|1030792153575|1
2012-07-26T10:41:41.014+00:00|1030792153576|53
2012-07-26T23:25:44.626+00:00|1030792153577|56
2012-07-25T14:23:44.014+00:00|1030792153578|53
2012-07-26T02:42:12.823+00:00|1030792153579|49
2012-07-26T06:57:34.581+00:00|1030792153580|0
2012-07-26T03:32:30.019+00:00|1030792153581|53
2012-07-26T19:27:04.221+00:00|1030792153582|100
2012-07-26T06:13:36.785+00:00|1030792153583|56
2011-09-16T23:49:08.072+00:00|687194769941|90
2011-12-19T09:23:22.192+00:00|755914246679|100
2012-09-08T10:31:55.205+00:00|1030792153669|89
2012-09-08T20:55:17.988+00:00|1099511630406|31
2012-09-09T00:14:04.173+00:00|1099511630407|53
2012-09-09T01:07:49.709+00:00|1099511630408|56
2012-09-08T10:03:00.036+00:00|1030792153673|49
2012-09-08T17:06:13.302+00:00|1099511630410|92
2012-09-09T12:27:20.944+00:00|1099511630411|92
2012-01-01T19:31:24.191+00:00|755914246733|1
2012-01-01T11:39:32.575+00:00|755914246734|101
2012-01-01T12:15:23.905+00:00|755914246735|52
2012-01-01T15:48:29.537+00:00|755914246736|101
2012-01-01T15:51:49.608+00:00|755914246737|89
2012-01-01T20:42:45.855+00:00|755914246738|1
2012-01-02T02:11:48.915+00:00|755914246739|1
2012-01-02T00:00:36.002+00:00|755914246740|89
2012-01-01T12:08:55.441+00:00|755914246741|1
2012-01-02T01:45:12.049+00:00|755914246742|1
2012-01-02T10:57:33.205+00:00|755914246743|100
2012-01-02T03:58:03.543+00:00|755914246744|90
2012-01-01T22:32:59.429+00:00|755914246745|60
2012-01-01T16:10:20.695+00:00|755914246746|52
2012-07-08T15:04:26.927+00:00|962072676977|49
2012-07-07T21:07:53.570+00:00|962072676978|53
2012-07-07T21:00:37.192+00:00|962072676979|53
2011-08-16T12:19:25.525+00:00|618475293305|52
2012-09-01T07:33:18.090+00:00|1030792153788|7
2012-09-01T10:36:02.862+00:00|1030792153789|71
2012-09-01T13:19:07.699+00:00|1030792153790|0
2012-08-31T23:57:26.449+00:00|1030792153791|54
2012-09-01T09:59:05.267+00:00|1030792153792|56
2012-09-01T02:03:14.396+00:00|1030792153793|56
2012-09-01T10:33:11.655+00:00|1030792153794|78
2012-08-31T21:59:54.758+00:00|1030792153795|101
2012-09-02T09:04:53.402+00:00|1030792153796|56
2012-09-01T13:52:02.969+00:00|1030792153797|86
2012-09-06T23:07:52.096+00:00|1030792153855|0
2012-09-06T23:32:37.265+00:00|1030792153856|105
2012-09-07T17:58:41.554+00:00|1030792153857|78
2012-09-06T22:47:21.244+00:00|1030792153858|105
2012-09-06T23:05:03.786+00:00|1030792153859|105
2012-09-07T13:57:09.601+00:00|1030792153860|48
2012-09-07T05:51:49.779+00:00|1030792153861|56
2012-09-07T15:21:58.920+00:00|1030792153862|25
2012-09-06T22:42:22.633+00:00|1030792153863|0
2012-09-07T17:31:02.977+00:00|1030792153864|60
2012-09-06T23:05:59.344+00:00|1030792153865|90
2012-09-06T23:40:55.697+00:00|1030792153866|71
2012-09-06T23:48:43.744+00:00|1030792153867|86
2012-09-06T23:36:38.596+00:00|1030792153868|49
2012-09-07T05:18:22.790+00:00|1030792153869|60
2012-09-06T23:38:33.050+00:00|1030792153870|86
2012-09-07T00:16:17.589+00:00|1030792153871|65
2012-04-24T19:10:33.512+00:00|893353200418|92
2012-04-25T03:49:33.629+00:00|893353200419|1
2012-04-25T00:47:05.323+00:00|893353200420|89
2012-04-24T18:25:20.542+00:00|893353200421|105
2012-04-24T20:32:51.444+00:00|893353200422|1
2012-04-25T11:31:39.864+00:00|893353200423|92
2012-04-25T02:10:52.777+00:00|893353200424|54
2012-04-24T18:25:30.936+00:00|893353200425|89
2012-04-25T17:40:53.394+00:00|893353200426|1
2012-04-24T18:33:48.879+00:00|893353200427|1
2012-04-24T21:19:58.899+00:00|893353200428|1
2012-04-25T04:28:58.683+00:00|893353200429|1
2012-04-24T19:36:56.873+00:00|893353200430|86
2012-04-24T18:32:03.648+00:00|893353200431|101
2012-04-24T19:37:58.019+00:00|893353200432|1
2012-04-24T20:04:41.750+00:00|893353200433|89
2012-04-24T22:58:52.508+00:00|893353200434|69
2012-04-24T20:33:02.307+00:00|893353200435|86
2012-08-09T01:33:59.249+00:00|1030792154030|0
2012-08-08T08:05:05.406+00:00|1030792154031|25
2012-08-09T03:16:19.087+00:00|1030792154032|54
2012-08-08T08:15:55.889+00:00|1030792154033|0
2012-08-08T16:02:32.309+00:00|1030792154034|92
2012-08-08T14:18:14.848+00:00|1030792154035|1
2012-08-09T03:30:09.208+00:00|1030792154036|56
2012-08-08T15:20:32.091+00:00|1030792154037|0
2012-08-08T08:16:05.889+00:00|1030792154038|1
2012-08-08T08:22:55.230+00:00|1030792154039|101
2012-08-08T18:28:20.238+00:00|1030792154040|54
2012-08-08T09:03:04.788+00:00|1030792154041|65
2012-08-08T10:34:20.623+00:00|1030792154042|80
2012-07-20T20:19:29.792+00:00|1030792154046|86
2012-07-20T19:51:09.896+00:00|1030792154047|92
2012-07-20T17:19:39.343+00:00|1030792154048|61
2012-07-20T15:50:59.163+00:00|1030792154049|89
2012-07-20T15:46:25.435+00:00|1030792154050|80
2012-07-20T23:33:27.020+00:00|1030792154051|25
2012-07-20T18:19:39.233+00:00|1030792154052|61
2012-07-20T18:42:15.470+00:00|1030792154053|48
2012-07-21T01:50:17.327+00:00|1030792154054|89
2012-07-21T11:14:52.772+00:00|1030792154055|65
2012-07-21T11:42:01.028+00:00|1030792154056|60
2012-07-22T03:29:23.663+00:00|1030792154057|105
2012-07-21T02:10:37.232+00:00|1030792154058|60
2012-07-20T18:31:44.756+00:00|1030792154059|0
2012-07-21T02:19:53.570+00:00|1030792154060|0
2012-07-21T00:14:23.222+00:00|1030792154061|65
2012-07-21T06:16:12.798+00:00|1030792154062|92
2012-07-21T02:14:22.435+00:00|1030792154063|61
2012-05-04T14:54:35.957+00:00|893353200627|25
2012-05-04T14:31:00.710+00:00|893353200628|92
2012-05-04T14:15:27.854+00:00|893353200629|54
2012-03-01T05:27:42.350+00:00|824633723895|105
2012-03-01T15:24:00.340+00:00|824633723896|105
2012-03-01T05:36:36.853+00:00|824633723897|0
2012-03-01T20:13:49.504+00:00|824633723898|54
2012-03-02T09:22:38.215+00:00|824633723899|0
2012-03-01T05:16:23.006+00:00|824633723900|105
2012-03-01T15:26:12.716+00:00|824633723901|1
2012-03-01T13:28:20.861+00:00|824633723902|0
2012-03-01T20:49:18.182+00:00|824633723903|1
2012-03-02T03:50:12.600+00:00|824633723904|1
2012-03-02T04:23:14.791+00:00|824633723905|105
2012-03-01T17:23:04.708+00:00|824633723906|1
2012-03-02T03:30:55.959+00:00|824633723907|105
2012-03-02T08:16:31.939+00:00|824633723908|0
2012-03-01T02:32:10.796+00:00|824633723909|0
2012-03-02T00:13:44.809+00:00|824633723910|54
2012-03-02T08:20:05.036+00:00|824633723911|0
2012-07-14T22:26:41.773+00:00|1030792154126|80
2012-07-14T20:54:21.024+00:00|1030792154127|56
2012-07-14T20:59:51.696+00:00|1030792154128|54
2012-07-15T03:31:21.150+00:00|1030792154129|60
2012-07-15T14:30:16.066+00:00|1030792154130|1
2012-07-14T21:00:20.092+00:00|1030792154131|61
2012-07-14T23:15:16.945+00:00|1030792154132|1
2012-07-15T02:42:57.514+00:00|1030792154133|1
2012-07-15T04:18:49.622+00:00|1030792154134|80
2012-07-15T11:20:59.793+00:00|1030792154135|101
2012-07-17T13:42:37.168+00:00|1030792154137|60
2012-07-17T08:12:32.663+00:00|1030792154138|78
2012-07-17T04:54:13.995+00:00|1030792154139|92
2012-07-17T07:20:22.727+00:00|1030792154140|1
2012-07-18T05:17:07.829+00:00|1030792154141|78
2012-07-17T18:01:38.540+00:00|1030792154142|101
2012-07-17T15:01:48.653+00:00|1030792154143|56
2012-07-17T18:32:37.707+00:00|1030792154144|94
2012-07-17T05:07:26.790+00:00|1030792154145|1
2012-08-07T02:56:44.575+00:00|1030792154157|1
2012-08-06T23:28:36.490+00:00|1030792154158|89
2012-08-07T18:51:17.505+00:00|1030792154159|105
2012-08-06T20:43:09.282+00:00|1030792154160|4
2012-08-08T00:14:26.301+00:00|1030792154161|92
2012-08-06T23:30:08.836+00:00|1030792154162|59
2012-08-08T02:00:58.970+00:00|1030792154163|60
2012-08-07T08:08:26.835+00:00|1030792154164|0
2012-08-08T00:47:56.959+00:00|1030792154165|101
2012-08-08T00:00:25.303+00:00|1030792154166|25
2012-08-08T00:42:55.193+00:00|1030792154167|53
2012-08-07T09:33:39.320+00:00|1030792154168|92
2012-08-08T00:15:23.587+00:00|1030792154169|78
2012-08-07T08:11:19.583+00:00|1030792154170|92
2012-08-08T01:17:46.315+00:00|1030792154171|78
2012-09-02T16:16:26.918+00:00|1030792154173|56
2012-09-02T17:01:05.498+00:00|1030792154174|1
2012-09-02T18:35:55.894+00:00|1030792154175|100
2012-09-02T22:45:59.313+00:00|1030792154176|54
2012-09-02T18:16:33.520+00:00|1030792154177|53
2012-09-02T16:16:48.415+00:00|1030792154178|80
2012-09-02T15:42:44.695+00:00|1030792154179|0
2012-09-02T18:19:10.321+00:00|1030792154180|54
2012-09-03T05:02:06.685+00:00|1030792154181|25
2012-09-02T21:49:58.800+00:00|1030792154182|53
2012-09-03T16:01:14.068+00:00|1030792154183|71
2012-09-02T15:43:25.510+00:00|1030792154184|89
2012-09-02T18:56:58.487+00:00|1030792154185|92
2012-09-02T18:54:11.525+00:00|1030792154186|92
2012-09-02T18:27:28.686+00:00|1030792154187|1
2012-09-03T19:43:23.133+00:00|1030792154188|1
2012-09-03T22:00:28.117+00:00|1030792154189|54
2012-09-02T21:58:03.206+00:00|1030792154190|49
2012-09-01T07:47:03.782+00:00|1030792154206|0
2012-09-01T17:15:05.084+00:00|1030792154207|54
2012-09-01T14:24:54.208+00:00|1030792154208|89
2012-09-01T12:04:25.948+00:00|1030792154209|100
2012-09-01T12:12:07.352+00:00|1030792154210|1
2012-09-01T15:53:59.339+00:00|1030792154211|54
2012-09-01T15:36:29.995+00:00|1030792154212|80
2012-09-01T18:44:04.800+00:00|1030792154213|0
2012-09-01T15:35:47.703+00:00|1030792154214|54
2012-09-01T17:49:11.598+00:00|1030792154215|71
2012-09-01T23:00:54.721+00:00|1030792154216|0
2012-09-01T12:18:22.148+00:00|1030792154217|101
2012-09-01T16:32:10.551+00:00|1030792154218|0
2012-09-01T20:17:22.203+00:00|1030792154219|78
2012-09-02T08:14:29.408+00:00|1030792154220|80
2012-09-01T12:14:57.371+00:00|1030792154221|4
2012-09-02T11:11:29.094+00:00|1030792154222|91
2012-02-21T19:23:28.584+00:00|824633724016|105
2012-02-21T15:09:34.655+00:00|824633724017|54
2012-02-21T21:14:47.689+00:00|824633724018|0
2012-02-21T16:38:17.980+00:00|824633724019|0
2012-02-21T06:23:06.406+00:00|824633724020|105
2012-02-22T01:34:04.772+00:00|824633724021|54
2012-02-22T14:08:05.703+00:00|824633724022|54
2012-02-21T16:42:58.632+00:00|824633724023|54
2012-02-22T03:42:48.008+00:00|824633724024|105
2012-02-21T17:35:30.542+00:00|824633724025|105
2012-02-22T07:14:12.796+00:00|824633724026|0
2012-02-21T05:57:08.578+00:00|824633724027|70
2012-02-22T01:56:39.810+00:00|824633724028|54
