creationDate|Person.id|Comment.id
2012-09-04T00:16:41.702+00:00|6597069766699|1030792152589
2012-06-18T13:29:16.325+00:00|19791209299968|962072675864
2012-06-17T04:22:00.894+00:00|19791209299997|962072675864
2012-06-15T19:48:15.013+00:00|19791209300009|962072675864
2012-06-17T22:28:29.645+00:00|19791209300010|962072675864
2012-06-14T11:01:31.240+00:00|21990232555527|962072675864
2012-06-19T21:16:50.599+00:00|28587302322180|962072675864
2012-06-14T16:57:36.202+00:00|28587302322196|962072675864
2011-08-20T03:50:10.180+00:00|2199023255573|618475292941
2011-10-13T16:30:30.621+00:00|2199023255557|687194769711
2011-10-09T02:51:26.194+00:00|2199023255573|687194769711
2011-10-13T19:05:55.873+00:00|19791209300009|687194769711
2011-09-23T11:38:43.252+00:00|16|687194769756
2012-02-08T19:05:18.372+00:00|24189255811081|824633723343
2012-02-13T16:21:13.844+00:00|15393162788899|824633723343
2012-02-10T13:32:50.237+00:00|19791209299987|824633723343
2012-02-11T02:50:46.847+00:00|19791209299997|824633723343
2012-02-11T23:01:56.550+00:00|15393162788877|824633723343
2012-02-12T09:21:20.875+00:00|19791209299968|824633723343
2012-02-11T16:13:38.009+00:00|10995116277782|824633723343
2012-02-13T07:28:02.381+00:00|10995116277761|824633723343
2012-02-08T20:52:48.970+00:00|24189255811104|824633723343
2012-02-11T12:21:18.673+00:00|15393162788910|824633723343
2012-02-12T03:35:01.104+00:00|4398046511148|824633723343
2012-02-14T04:44:44.983+00:00|10995116277783|824633723343
2012-02-09T17:53:57.338+00:00|2199023255573|824633723343
2012-02-14T01:06:43.137+00:00|33|824633723343
2012-02-12T12:12:47.130+00:00|26388279066632|824633723343
2012-02-13T16:15:11.007+00:00|15393162788912|824633723343
2012-02-12T08:14:20.541+00:00|27|824633723343
2012-02-10T01:25:05.504+00:00|6597069766701|824633723343
2012-02-12T12:03:14.148+00:00|6597069766699|824633723343
2012-02-13T13:35:23.188+00:00|24189255811121|824633723343
2012-02-07T18:10:48.703+00:00|8796093022238|824633723343
2012-02-09T03:34:54.078+00:00|16|824633723343
2012-02-07T23:31:32.909+00:00|26388279066641|824633723343
2012-02-11T15:24:00.620+00:00|2199023255557|824633723343
2012-02-08T01:20:18.254+00:00|47|824633723343
2012-02-07T18:22:12.378+00:00|19791209300009|824633723343
2012-02-07T21:04:46.126+00:00|19791209300010|824633723343
2012-02-14T05:01:02.767+00:00|13194139533343|824633723343
2012-02-13T08:52:05.481+00:00|21990232555527|824633723343
2012-02-09T06:38:48.331+00:00|26388279066650|824633723343
2012-02-10T01:33:19.493+00:00|21990232555526|824633723343
2012-02-12T12:11:08.694+00:00|14|824633723343
2012-07-27T22:41:54.691+00:00|10995116277782|1030792153579
2012-07-13T22:55:02.232+00:00|33|962072676979
2012-04-30T06:07:09.636+00:00|28587302322180|893353200419
2012-04-28T02:06:05.714+00:00|28587302322210|893353200428
2012-08-13T22:43:58.287+00:00|2199023255573|1030792154040
2012-07-25T09:35:52.057+00:00|30786325577731|1030792154054
2012-07-25T12:06:31.058+00:00|24189255811121|1030792154059
2012-07-25T06:02:08.845+00:00|21990232555527|1030792154059
2012-07-24T13:10:42.616+00:00|15393162788877|1030792154059
2012-07-20T20:16:34.744+00:00|28587302322210|1030792154059
2012-07-26T07:31:32.552+00:00|15393162788899|1030792154059
2012-07-26T16:28:47.483+00:00|10995116277783|1030792154059
2012-07-23T04:04:42.484+00:00|28587302322196|1030792154059
2012-07-27T23:16:13.220+00:00|15393162788899|1030792154063
2012-07-18T13:22:06.745+00:00|21990232555527|1030792154144
2012-07-22T23:45:28.935+00:00|15393162788877|1030792154144
2012-07-19T09:00:56.608+00:00|28587302322210|1030792154144
2012-08-13T14:49:08.529+00:00|28587302322180|1030792154157
2012-08-10T09:47:11.809+00:00|33|1030792154157
2012-08-09T04:10:14.583+00:00|10995116277782|1030792154157
2012-08-13T12:54:32.227+00:00|26388279066664|1030792154157
2012-08-11T03:28:48.435+00:00|28587302322191|1030792154157
2012-08-12T00:42:30.824+00:00|2199023255573|1030792154157
2012-08-12T14:36:59.456+00:00|19791209299987|1030792154157
2012-08-13T05:12:51.704+00:00|21990232555526|1030792154157
2012-08-08T04:19:03.194+00:00|30786325577740|1030792154157
2012-08-12T16:04:22.919+00:00|15393162788912|1030792154157
2012-08-11T16:57:37.596+00:00|2199023255557|1030792154157
2012-08-09T19:34:24.541+00:00|19791209299968|1030792154157
2012-08-09T22:19:46.266+00:00|15393162788910|1030792154157
2012-08-12T14:12:59.280+00:00|6597069766701|1030792154157
2012-08-13T17:21:29.615+00:00|8796093022238|1030792154157
2012-08-10T21:52:25.162+00:00|19791209300010|1030792154157
2012-08-07T05:32:56.303+00:00|24189255811104|1030792154157
2012-08-14T01:22:47.692+00:00|26388279066641|1030792154157
2012-08-12T09:11:16.351+00:00|4398046511148|1030792154157
2012-08-13T13:13:53.601+00:00|30786325577731|1030792154157
2012-08-12T16:16:22.129+00:00|32985348833319|1030792154157
2012-08-08T01:42:52.524+00:00|19791209299997|1030792154157
2012-08-12T05:16:39.649+00:00|24189255811121|1030792154157
2012-08-13T00:54:49.562+00:00|21990232555527|1030792154157
2012-08-09T01:09:42.571+00:00|15393162788877|1030792154157
2012-08-14T01:44:43.431+00:00|28587302322210|1030792154157
2012-08-09T00:43:02.753+00:00|15393162788899|1030792154157
2012-08-13T14:57:37.316+00:00|10995116277783|1030792154157
2012-08-07T06:02:21.097+00:00|28587302322196|1030792154157
2012-08-11T08:52:13.292+00:00|14|1030792154157
2012-08-09T06:48:21.711+00:00|24189255811081|1030792154157
2012-08-14T00:41:46.692+00:00|6597069766699|1030792154157
2012-08-12T12:44:49.490+00:00|27|1030792154157
2012-08-08T18:11:41.482+00:00|26388279066650|1030792154157
2012-08-08T23:26:55.235+00:00|26388279066632|1030792154157
2012-08-08T12:17:46.748+00:00|16|1030792154157
2012-08-08T08:21:49.205+00:00|19791209300009|1030792154157
2012-08-11T11:19:32.945+00:00|13194139533343|1030792154157
2012-08-07T20:12:00.735+00:00|47|1030792154157
2012-08-11T13:50:23.523+00:00|10995116277761|1030792154157
2012-09-07T02:51:37.746+00:00|19791209300010|1030792154189
2012-09-05T23:26:22.819+00:00|24189255811104|1030792154189
2012-02-24T02:51:08.981+00:00|26388279066650|824633724036
2012-02-24T16:22:11.659+00:00|33|824633724037
2012-02-21T14:59:48.646+00:00|10995116277782|824633724037
2012-02-23T11:59:11.745+00:00|26388279066664|824633724037
2012-02-24T12:13:42.399+00:00|2199023255573|824633724037
2012-02-25T10:43:48.732+00:00|19791209299987|824633724037
2012-02-27T06:09:15.226+00:00|21990232555526|824633724037
2012-02-26T23:19:09.170+00:00|15393162788912|824633724037
2012-02-27T21:36:42.142+00:00|2199023255557|824633724037
2012-02-22T10:29:05.378+00:00|19791209299968|824633724037
2012-02-27T11:34:27.451+00:00|15393162788910|824633724037
2012-02-27T08:27:59.998+00:00|6597069766701|824633724037
2012-02-22T01:45:10.221+00:00|8796093022238|824633724037
2012-02-22T18:33:21.325+00:00|19791209300010|824633724037
2012-02-26T07:09:59.782+00:00|24189255811104|824633724037
2012-02-26T23:13:46.356+00:00|26388279066641|824633724037
2012-02-25T09:00:18.863+00:00|4398046511148|824633724037
2012-02-24T01:05:44.324+00:00|19791209299997|824633724037
2012-02-27T09:02:38.318+00:00|24189255811121|824633724037
2012-02-26T09:48:49.251+00:00|21990232555527|824633724037
2012-02-27T10:54:53.273+00:00|15393162788877|824633724037
2012-02-24T13:49:32.351+00:00|15393162788899|824633724037
2012-02-25T00:35:48.572+00:00|10995116277783|824633724037
2012-02-26T10:05:07.015+00:00|14|824633724037
2012-02-23T02:37:41.702+00:00|24189255811081|824633724037
2012-02-23T03:35:26.569+00:00|6597069766699|824633724037
2012-02-22T22:07:22.231+00:00|27|824633724037
2012-02-28T09:49:53.816+00:00|26388279066650|824633724037
2012-02-22T07:40:09.573+00:00|26388279066632|824633724037
2012-02-25T16:53:56.801+00:00|16|824633724037
2012-02-24T15:30:38.965+00:00|19791209300009|824633724037
2012-02-23T12:43:15.424+00:00|13194139533343|824633724037
2012-02-22T23:07:52.573+00:00|47|824633724037
2012-02-24T06:37:33.120+00:00|10995116277761|824633724037
2012-04-19T04:07:53.917+00:00|16|893353201433
2012-04-19T03:37:17.099+00:00|4398046511148|893353201433
2012-04-21T07:57:11.533+00:00|6597069766701|893353201433
2012-04-16T18:26:22.878+00:00|8796093022238|893353201433
2012-04-22T12:48:16.737+00:00|10995116277761|893353201433
2012-04-21T20:21:22.444+00:00|15393162788877|893353201433
2012-04-19T10:57:15.618+00:00|24189255811081|893353201433
2012-04-21T02:45:08.322+00:00|24189255811104|893353201433
2012-04-18T04:37:07.837+00:00|24189255811121|893353201433
2012-04-19T00:17:24.364+00:00|26388279066641|893353201433
2012-04-22T12:10:04.636+00:00|26388279066664|893353201433
2012-04-20T15:46:43.932+00:00|28587302322180|893353201433
2012-04-16T23:09:39.816+00:00|28587302322196|893353201433
2012-04-22T11:57:05.201+00:00|28587302322210|893353201433
2012-06-11T02:23:16.263+00:00|16|962072678209
2012-06-12T17:23:03.716+00:00|4398046511148|962072678209
2012-06-11T02:44:10.573+00:00|6597069766701|962072678209
2012-06-07T07:32:56.195+00:00|8796093022238|962072678209
2012-06-11T02:38:17.634+00:00|10995116277761|962072678209
2012-06-07T05:22:18.000+00:00|15393162788877|962072678209
2012-06-09T01:43:04.238+00:00|24189255811081|962072678209
2012-06-12T03:43:09.921+00:00|24189255811104|962072678209
2012-06-07T07:58:29.245+00:00|24189255811121|962072678209
2012-06-08T02:24:43.313+00:00|26388279066641|962072678209
2012-06-12T01:36:50.526+00:00|26388279066664|962072678209
2012-06-11T11:10:14.264+00:00|28587302322180|962072678209
2012-06-11T01:55:53.424+00:00|28587302322196|962072678209
2012-06-11T03:39:18.043+00:00|28587302322210|962072678209
2011-12-26T01:25:20.150+00:00|16|755914248024
2011-12-23T05:11:16.287+00:00|4398046511148|755914248024
2011-12-20T13:09:18.935+00:00|6597069766701|755914248024
2011-12-25T19:43:13.024+00:00|8796093022238|755914248024
2011-12-25T13:39:54.161+00:00|10995116277761|755914248024
2011-12-22T07:19:07.178+00:00|15393162788877|755914248024
2011-12-24T17:09:29.961+00:00|24189255811121|755914248024
2011-12-26T06:30:03.077+00:00|16|755914248044
2011-12-24T00:15:06.472+00:00|4398046511148|755914248044
2011-12-20T18:18:14.675+00:00|6597069766701|755914248044
2011-12-23T22:34:16.299+00:00|8796093022238|755914248044
2011-12-20T15:01:07.909+00:00|10995116277761|755914248044
2011-12-22T07:01:37.177+00:00|15393162788877|755914248044
2011-12-21T21:36:04.026+00:00|24189255811121|755914248044
2011-12-26T17:30:12.914+00:00|16|755914248051
2011-12-21T06:27:27.850+00:00|4398046511148|755914248051
2011-12-26T16:48:49.193+00:00|6597069766701|755914248051
2011-12-24T17:03:48.825+00:00|8796093022238|755914248051
2011-12-26T23:10:04.245+00:00|10995116277761|755914248051
2011-12-23T07:29:38.744+00:00|15393162788877|755914248051
2011-12-23T18:37:33.854+00:00|24189255811121|755914248051
2012-04-22T00:06:13.983+00:00|6597069766699|893353201834
2012-07-05T12:35:00.236+00:00|14|962072679666
2012-07-19T02:19:15.822+00:00|26388279066632|1030792156620
2012-09-13T04:44:26.232+00:00|10995116277782|1099511633516
2012-09-12T20:54:41.062+00:00|15393162788912|1099511633516
2012-09-12T07:43:03.728+00:00|8796093022238|1099511633516
2012-09-13T02:04:27.165+00:00|32985348833319|1099511633516
2012-09-13T07:51:12.145+00:00|28587302322180|1099511633516
2012-09-12T21:14:10.710+00:00|33|1099511633516
2012-09-12T23:48:29.430+00:00|24189255811104|1099511633516
2012-09-12T23:09:02.497+00:00|24189255811121|1099511633516
2012-09-13T04:07:29.580+00:00|4398046511148|1099511633516
2012-09-12T07:13:32.573+00:00|14|1099511633516
